aX,aY,aZ,gX,gY,gZ,
-0.278,0.164,0.858,-7.568,-1.709,-81.36,
-0.293,0.257,0.856,-10.376,-2.869,-83.13,
-0.297,0.368,0.861,-11.658,-3.235,-83.496,
-0.302,0.481,0.869,-10.254,-2.991,-82.642,
-0.318,0.587,0.87,-7.874,-3.113,-80.017,
-0.331,0.68,0.888,-4.333,-2.93,-76.111,
-0.339,0.753,0.904,-0.305,-2.502,-70.74,
-0.351,0.806,0.915,3.174,-2.502,-64.209,
-0.36,0.835,0.923,5.31,-2.93,-57.19,
-0.377,0.855,0.923,5.615,-3.601,-49.927,
-0.376,0.848,0.911,6.653,-4.333,-42.48,
-0.389,0.818,0.902,6.47,-4.822,-35.034,
-0.39,0.774,0.89,6.226,-4.944,-28.015,
-0.396,0.746,0.883,7.874,-4.639,-22.278,
-0.399,0.732,0.877,9.155,-4.395,-17.151,
-0.398,0.708,0.875,10.681,-3.906,-12.207,
-0.395,0.66,0.881,9.644,-3.601,-7.324,
-0.399,0.602,0.883,8.484,-3.601,-3.174,
-0.395,0.542,0.883,7.324,-3.906,0.549,
-0.393,0.485,0.883,6.409,-4.089,3.479,
-0.389,0.432,0.879,4.822,-4.578,5.31,
-0.386,0.384,0.868,2.747,-5.249,6.897,
-0.388,0.344,0.857,0.916,-6.104,7.69,
-0.388,0.317,0.845,-0.122,-6.409,7.996,
-0.39,0.303,0.834,-0.854,-6.592,7.69,
-0.393,0.305,0.825,-0.549,-6.348,7.019,
-0.39,0.318,0.83,-0.61,-5.859,6.897,
-0.391,0.338,0.835,0.122,-5.31,6.775,
-0.388,0.352,0.852,1.099,-4.822,6.775,
-0.39,0.374,0.871,2.563,-4.639,7.324,
-0.385,0.394,0.894,3.601,-4.883,8.362,
-0.388,0.409,0.911,4.089,-5.493,9.521,
-0.39,0.428,0.939,3.906,-6.409,10.803,
-0.39,0.448,0.965,4.822,-7.263,12.512,
-0.39,0.465,0.99,6.47,-8.24,14.221,
-0.391,0.484,1.014,7.324,-9.583,16.541,
-0.395,0.511,1.047,8.118,-11.108,18.86,
-0.399,0.551,1.09,9.521,-13.123,21.24,
-0.396,0.585,1.126,11.963,-15.503,24.231,
-0.386,0.597,1.147,13.428,-18.677,28.198,
-0.395,0.592,1.158,13.306,-22.766,32.593,
-0.39,0.569,1.17,12.268,-26.917,37.048,
-0.39,0.525,1.178,10.071,-30.884,41.565,
-0.386,0.474,1.167,8.057,-34.79,45.288,
-0.387,0.422,1.16,6.958,-38.696,48.462,
-0.385,0.378,1.16,6.104,-42.236,50.72,
-0.382,0.335,1.144,5.676,-45.532,52.551,
-0.383,0.294,1.118,4.883,-49.5,53.894,
-0.39,0.267,1.094,4.272,-52.795,54.26,
-0.397,0.261,1.085,3.967,-55.42,54.382,
-0.395,0.259,1.078,4.211,-57.678,54.504,
-0.395,0.24,1.047,4.456,-60.12,55.176,
-0.403,0.215,1.006,2.93,-63.171,55.908,
-0.404,0.188,0.973,0.61,-65.857,56.641,
-0.41,0.155,0.944,-0.854,-67.81,57.007,
-0.418,0.131,0.923,-2.38,-69.031,56.885,
-0.413,0.093,0.883,-2.93,-70.313,56.702,
-0.435,0.065,0.839,-4.395,-71.533,56.03,
-0.436,0.038,0.794,-6.226,-72.388,54.688,
-0.445,0.018,0.748,-9.827,-72.998,53.528,
-0.458,0.002,0.696,-13.489,-73.242,52.063,
-0.475,-0.003,0.656,-15.747,-72.571,50.537,
-0.496,-0.003,0.612,-16.968,-71.106,48.889,
-0.504,-0.001,0.563,-15.381,-69.336,47.424,
-0.518,-0.004,0.53,-13.855,-66.65,46.326,
-0.53,-0.027,0.493,-12.39,-63.843,45.654,
-0.544,-0.068,0.453,-11.414,-60.791,44.495,
-0.555,-0.103,0.429,-11.719,-57.8,42.847,
-0.563,-0.148,0.401,-11.23,-54.199,41.077,
-0.57,-0.181,0.38,-9.949,-50.415,38.574,
-0.586,-0.204,0.356,-9.583,-46.448,35.4,
-0.596,-0.207,0.332,-9.338,-42.786,31.982,
-0.607,-0.204,0.316,-8.24,-38.574,28.198,
-0.621,-0.199,0.296,-6.836,-34.302,24.719,
-0.628,-0.195,0.282,-6.104,-29.846,21.362,
-0.636,-0.18,0.268,-5.127,-25.269,18.25,
-0.644,-0.162,0.262,-4.089,-20.569,15.259,
-0.65,-0.147,0.26,-3.113,-15.93,12.634,
-0.652,-0.132,0.268,-1.587,-11.108,10.071,
-0.654,-0.117,0.279,0,-6.775,7.996,
-0.655,-0.094,0.304,2.319,-2.502,6.042,
-0.655,-0.078,0.316,3.967,1.648,4.395,
-0.655,-0.068,0.322,4.211,5.005,2.869,
-0.654,-0.059,0.331,2.869,8.118,1.709,
-0.655,-0.042,0.34,1.282,11.23,0.305,
-0.659,-0.02,0.356,1.16,14.465,-1.038,
-0.66,0.001,0.382,2.441,18.005,-2.014,
-0.661,0.028,0.411,4.883,21.606,-2.747,
-0.661,0.06,0.449,8.911,24.902,-3.479,
-0.656,0.088,0.481,11.963,27.771,-3.601,
-0.659,0.102,0.5,12.634,29.724,-3.296,
-0.654,0.11,0.509,10.559,30.884,-2.808,
-0.652,0.12,0.526,7.935,31.921,-2.136,
-0.654,0.121,0.526,4.578,33.203,-1.526,
-0.651,0.132,0.536,1.221,34.363,-0.793,
-0.652,0.136,0.531,-2.258,35.522,-0.122,
-0.645,0.14,0.517,-5.737,36.743,0.671,
-0.641,0.143,0.5,-9.766,38.269,1.526,
-0.637,0.15,0.482,-13.123,40.039,2.014,
-0.63,0.166,0.463,-16.174,42.297,2.38,
-0.626,0.195,0.453,-17.334,45.349,2.808,
-0.617,0.224,0.453,-16.785,48.95,3.784,
-0.603,0.234,0.446,-15.564,52.917,5.249,
-0.582,0.224,0.432,-15.442,56.519,7.141,
-0.572,0.219,0.42,-17.456,59.875,8.667,
-0.562,0.232,0.422,-19.348,63.354,9.766,
-0.536,0.248,0.432,-19.958,67.688,10.864,
-0.528,0.27,0.447,-18.86,72.144,12.207,
-0.507,0.293,0.476,-15.808,76.416,13.794,
-0.483,0.299,0.497,-12.512,80.566,15.93,
-0.461,0.288,0.508,-13,83.496,18.616,
-0.445,0.283,0.521,-14.587,86.06,20.752,
-0.428,0.284,0.552,-15.381,88.806,22.705,
-0.409,0.272,0.576,-13.855,91.797,24.78,
-0.398,0.242,0.622,-10.559,94.971,26.978,
-0.377,0.194,0.688,-5.554,98.267,28.748,
-0.361,0.143,0.782,0.122,101.379,30.151,
-0.338,0.067,0.863,5.92,102.905,31.128,
-0.318,-0.007,0.945,10.254,102.844,31.006,
-0.302,-0.077,1.024,12.024,101.196,29.48,
-0.295,-0.126,1.105,11.902,98.389,27.161,
-0.291,-0.151,1.188,10.559,94.727,23.926,
-0.294,-0.157,1.269,10.681,90.271,20.203,
-0.287,-0.162,1.353,10.925,85.815,16.663,
-0.294,-0.161,1.442,12.207,80.2,13.611,
-0.284,-0.162,1.499,13.55,73.669,10.132,
-0.288,-0.155,1.542,14.404,65.735,6.836,
-0.286,-0.135,1.567,13.794,57.007,3.784,
-0.289,-0.114,1.579,11.414,48.157,0.977,
-0.277,-0.093,1.565,6.531,39.185,-1.282,
-0.283,-0.051,1.547,0.427,30.762,-3.052,
-0.29,-0.008,1.52,-5.432,22.827,-4.7,
-0.291,0.024,1.484,-9.766,15.442,-5.371,
-0.297,0.054,1.436,-12.512,8.728,-5.615,
-0.299,0.074,1.387,-13.184,2.991,-5.554,
-0.302,0.075,1.339,-13.428,-1.587,-4.944,
-0.308,0.074,1.304,-13.733,-5.31,-4.333,
-0.302,0.069,1.273,-12.695,-7.996,-4.028,
-0.299,0.047,1.231,-11.536,-10.803,-3.662,
-0.297,0.026,1.188,-11.23,-13.794,-3.54,
-0.297,0.007,1.148,-11.108,-16.541,-3.845,
-0.301,-0.005,1.104,-10.803,-18.555,-4.272,
-0.301,-0.008,1.064,-9.521,-20.02,-5.249,
-0.301,-0.016,1.025,-8.301,-20.996,-6.042,
-0.301,-0.034,0.993,-7.751,-21.667,-6.409,
-0.302,-0.055,0.968,-7.69,-22.278,-7.263,
-0.3,-0.057,0.944,-7.996,-22.766,-8.85,
-0.306,-0.063,0.913,-7.751,-23.132,-10.376,
-0.302,-0.063,0.895,-8.301,-23.193,-11.841,
-0.31,-0.071,0.867,-7.69,-22.888,-13.611,
-0.309,-0.064,0.85,-7.141,-22.583,-15.381,
-0.315,-0.072,0.834,-6.226,-21.973,-17.212,
-0.32,-0.093,0.816,-5.127,-21.179,-18.677,
-0.317,-0.106,0.804,-3.723,-20.386,-20.508,
-0.321,-0.126,0.796,-3.357,-19.47,-22.644,
-0.317,-0.139,0.787,-3.113,-18.677,-25.33,
-0.315,-0.146,0.785,-1.831,-17.639,-28.32,
-0.323,-0.131,0.781,-0.732,-16.479,-31.616,
-0.322,-0.11,0.779,0.732,-15.259,-34.851,
-0.324,-0.087,0.787,3.784,-13.855,-37.842,
-0.32,-0.065,0.802,7.019,-12.268,-40.283,
-0.321,-0.052,0.817,9.827,-11.047,-42.664,
-0.314,-0.051,0.818,11.841,-10.559,-44.556,
-0.322,-0.049,0.82,11.169,-10.193,-46.448,
-0.314,-0.06,0.823,8.24,-9.949,-48.218,
-0.306,-0.048,0.821,4.15,-10.01,-50.476,
-0.313,-0.034,0.802,-0.244,-10.376,-52.856,
-0.313,-0.022,0.793,-3.54,-10.559,-54.749,
-0.31,0,0.785,-5.005,-10.01,-56.885,
-0.312,0.025,0.784,-6.042,-8.972,-58.716,
-0.31,0.048,0.775,-4.517,-7.996,-60.303,
-0.308,0.052,0.776,-3.357,-6.836,-61.279,
-0.31,0.057,0.777,-1.221,-5.493,-62.378,
-0.304,0.07,0.79,1.099,-4.211,-63.843,
-0.311,0.102,0.808,4.15,-2.747,-65.552,
-0.302,0.148,0.819,7.019,-1.282,-67.017,
-0.303,0.186,0.829,7.202,-0.977,-67.688,
-0.301,0.215,0.83,3.967,-1.16,-67.444,
-0.306,0.247,0.836,0.732,-1.343,-67.139,
-0.318,0.304,0.844,-1.892,-1.282,-67.017,
-0.325,0.37,0.85,-2.808,-1.221,-66.223,
-0.321,0.404,0.857,-3.723,-1.099,-64.209,
-0.326,0.417,0.864,-4.944,-1.16,-61.34,
-0.341,0.441,0.869,-4.333,-1.221,-58.899,
-0.348,0.491,0.883,-2.38,-0.793,-57.19,
-0.35,0.545,0.891,0.122,-0.732,-54.626,
-0.356,0.592,0.898,1.953,-0.854,-51.331,
-0.361,0.631,0.905,3.235,-1.099,-47.424,
-0.365,0.656,0.908,3.662,-1.343,-42.664,
-0.375,0.662,0.898,3.845,-1.892,-37.598,
-0.377,0.65,0.9,3.235,-2.258,-32.41,
-0.378,0.636,0.9,2.197,-2.319,-27.466,
-0.38,0.621,0.898,1.648,-2.502,-22.766,
-0.376,0.597,0.893,1.221,-2.686,-18.25,
-0.382,0.579,0.895,1.526,-2.93,-14.282,
-0.382,0.573,0.895,4.333,-2.808,-10.864,
-0.379,0.565,0.901,6.958,-2.38,-7.629,
-0.379,0.549,0.906,7.812,-2.38,-4.7,
-0.382,0.522,0.921,7.507,-2.625,-1.282,
-0.384,0.497,0.941,7.629,-2.747,1.831,
-0.374,0.46,0.959,8.484,-3.052,4.639,
-0.368,0.413,0.975,8.118,-3.967,7.141,
-0.366,0.372,0.984,5.859,-5.554,8.606,
-0.368,0.348,0.99,3.113,-7.324,9.399,
-0.372,0.339,0.999,0.916,-8.789,10.01,
-0.376,0.336,1.011,0,-10.01,10.376,
-0.377,0.349,1.028,0.671,-11.108,10.742,
-0.376,0.368,1.051,2.38,-12.512,11.292,
-0.378,0.388,1.074,4.395,-14.099,12.329,
-0.385,0.424,1.113,6.104,-16.357,13.489,
-0.384,0.469,1.162,7.446,-18.311,14.771,
-0.382,0.502,1.202,8.667,-21.118,17.273,
-0.383,0.529,1.232,8.484,-25.33,20.447,
-0.378,0.55,1.255,8.301,-29.968,23.804,
-0.372,0.564,1.258,7.568,-35.095,27.344,
-0.375,0.572,1.243,5.981,-40.283,31.555,
-0.382,0.571,1.232,4.578,-45.227,35.767,
-0.381,0.567,1.242,4.883,-49.133,39.856,
-0.375,0.557,1.253,7.568,-52.246,44.189,
-0.37,0.548,1.273,10.376,-55.725,48.157,
-0.363,0.53,1.299,14.221,-59.692,51.697,
-0.342,0.5,1.315,15.869,-64.087,55.481,
-0.341,0.455,1.294,15.015,-70.313,59.021,
-0.342,0.401,1.257,10.681,-77.209,62.073,
-0.345,0.349,1.223,5.432,-83.313,64.636,
-0.345,0.296,1.177,1.465,-88.257,66.528,
-0.348,0.245,1.122,-0.977,-92.651,67.871,
-0.352,0.196,1.057,-3.113,-96.375,68.726,
-0.359,0.153,0.997,-5.798,-99.487,69.092,
-0.362,0.104,0.93,-9.949,-101.868,69.275,
-0.373,0.054,0.86,-14.526,-103.943,69.214,
-0.385,0.025,0.801,-17.212,-104.797,68.176,
-0.4,-0.002,0.745,-18.25,-104.797,66.833,
-0.42,-0.034,0.687,-18.799,-104.37,65.369,
-0.429,-0.06,0.638,-17.7,-102.966,63.782,
-0.445,-0.075,0.581,-16.907,-101.746,61.707,
-0.465,-0.098,0.525,-19.043,-100.342,59.875,
-0.478,-0.125,0.456,-20.691,-98.755,58.105,
-0.499,-0.14,0.401,-23.56,-96.375,55.786,
-0.515,-0.147,0.347,-23.804,-92.957,53.65,
-0.541,-0.16,0.286,-24.414,-89.294,51.575,
-0.566,-0.171,0.246,-24.475,-84.717,49.377,
-0.582,-0.178,0.202,-22.766,-79.224,47.363,
-0.587,-0.2,0.166,-18.555,-73.547,45.166,
-0.618,-0.219,0.104,-17.761,-68.359,42.908,
-0.628,-0.247,0.071,-18.311,-62.561,40.466,
-0.644,-0.261,0.036,-19.165,-56.274,37.292,
-0.661,-0.269,0.01,-20.081,-49.622,34.119,
-0.678,-0.272,-0.023,-20.874,-43.274,31.067,
-0.692,-0.272,-0.055,-22.522,-36.743,27.893,
-0.682,-0.296,-0.093,-22.827,-29.602,24.841,
-0.705,-0.29,-0.12,-26.489,-22.827,21.362,
-0.715,-0.275,-0.122,-25.574,-14.526,17.517,
-0.714,-0.242,-0.113,-21.973,-5.859,13.55,
-0.716,-0.211,-0.106,-16.663,2.441,10.315,
-0.71,-0.187,-0.097,-12.146,10.742,7.568,
-0.706,-0.174,-0.086,-10.315,18.433,5.188,
-0.696,-0.156,-0.074,-9.277,25.513,3.174,
-0.688,-0.136,-0.061,-8.423,32.471,1.099,
-0.678,-0.11,-0.044,-7.751,39.246,-0.732,
-0.668,-0.081,-0.027,-7.874,45.776,-2.136,
-0.657,-0.051,-0.019,-8.728,52.49,-3.54,
-0.639,-0.021,-0.012,-11.108,58.655,-4.333,
-0.624,0.004,-0.011,-14.465,64.697,-4.761,
-0.609,0.035,-0.007,-18.188,70.984,-4.883,
-0.588,0.069,0.003,-22.278,78.003,-4.944,
-0.567,0.101,0.014,-24.475,85.205,-4.578,
-0.551,0.145,0.037,-23.01,92.59,-4.333,
-0.522,0.183,0.07,-19.226,100.769,-3.784,
-0.495,0.212,0.127,-15.869,109.07,-2.441,
-0.465,0.229,0.169,-12.024,115.967,-0.549,
-0.431,0.263,0.234,-8.057,122.375,1.343,
-0.404,0.3,0.314,-3.906,129.028,3.174,
-0.368,0.314,0.391,-1.709,134.888,5.92,
-0.345,0.292,0.45,-2.197,138.855,9.766,
-0.332,0.266,0.536,-3.113,142.09,13.184,
-0.319,0.232,0.65,4.578,145.935,15.808,
-0.276,0.199,0.781,15.32,150.146,18.005,
-0.241,0.141,0.906,23.743,151.489,20.02,
-0.256,0.069,1.036,27.466,150.269,21.545,
-0.252,-0.001,1.202,30.273,148.193,22.095,
-0.219,-0.081,1.369,35.034,144.958,21.484,
-0.208,-0.154,1.507,37.292,138.306,19.714,
-0.221,-0.191,1.619,33.936,128.662,16.785,
-0.255,-0.2,1.713,29.236,117.737,12.817,
-0.262,-0.2,1.789,24.902,106.14,9.277,
-0.266,-0.17,1.872,20.874,94.238,5.676,
-0.269,-0.155,1.895,17.395,81.97,2.869,
-0.283,-0.13,1.884,11.597,68.054,0.183,
-0.298,-0.092,1.852,4.517,54.504,-1.77,
-0.302,-0.055,1.808,-2.441,42.297,-3.479,
-0.31,-0.016,1.751,-8.911,30.884,-4.578,
-0.311,0.003,1.684,-13.55,20.935,-4.7,
-0.31,0.012,1.611,-17.517,12.146,-4.456,
-0.315,0.023,1.548,-19.897,4.395,-4.395,
-0.317,0.036,1.489,-20.691,-1.648,-4.211,
-0.318,0.028,1.425,-20.447,-6.409,-3.723,
-0.324,0.012,1.369,-20.813,-10.681,-3.296,
-0.327,-0.001,1.319,-20.935,-14.404,-3.235,
-0.331,-0.008,1.269,-20.264,-17.822,-3.357,
-0.334,-0.016,1.223,-18.066,-20.691,-3.662,
-0.337,-0.025,1.173,-15.869,-22.888,-3.967,
-0.335,-0.043,1.123,-13.794,-25.024,-4.272,
-0.333,-0.058,1.089,-12.024,-26.55,-4.883,
-0.333,-0.076,1.042,-9.766,-27.649,-5.798,
-0.329,-0.078,1.002,-7.874,-28.503,-6.775,
-0.331,-0.076,0.969,-7.446,-28.992,-8.057,
-0.336,-0.064,0.927,-8.118,-29.846,-9.644,
-0.341,-0.042,0.898,-8.179,-30.212,-11.353,
-0.346,-0.021,0.865,-8.301,-30.09,-12.512,
-0.351,-0.007,0.837,-7.751,-29.846,-13.184,
-0.352,0.004,0.819,-8.118,-28.992,-13.611,
-0.357,-0.005,0.786,-7.568,-28.259,-13.733,
-0.359,-0.011,0.779,-6.836,-27.161,-14.221,
-0.364,-0.021,0.767,-4.7,-25.452,-15.198,
-0.359,-0.03,0.759,-1.038,-23.926,-16.235,
-0.358,-0.041,0.756,2.075,-22.034,-17.395,
-0.363,-0.042,0.752,3.967,-20.569,-18.921,
-0.366,-0.055,0.745,4.7,-19.287,-20.386,
-0.364,-0.081,0.75,3.235,-18.005,-21.545,
-0.369,-0.109,0.747,2.502,-16.907,-23.193,
-0.362,-0.147,0.754,1.221,-15.564,-25.146,
-0.355,-0.195,0.773,-0.244,-14.16,-27.405,
-0.352,-0.235,0.797,0.244,-13.062,-30.518,
-0.358,-0.243,0.825,3.784,-11.902,-34.424,
-0.343,-0.258,0.837,8.24,-11.047,-38.574,
-0.33,-0.288,0.848,9.827,-10.803,-42.664,
-0.333,-0.315,0.854,7.874,-11.353,-47.18,
-0.32,-0.324,0.85,6.47,-11.78,-52.368,
-0.318,-0.321,0.851,4.028,-12.024,-58.044,
-0.319,-0.322,0.853,1.038,-12.085,-63.538,
-0.302,-0.33,0.853,-0.793,-12.268,-69.031,
-0.296,-0.307,0.856,-3.54,-12.573,-75.256,
-0.291,-0.243,0.852,-5.981,-13.123,-81.604,
-0.29,-0.163,0.835,-5.981,-13.733,-87.524,
-0.279,-0.114,0.834,-7.507,-14.099,-91.431,
-0.28,-0.075,0.831,-8.057,-14.343,-94.36,
-0.271,0.003,0.81,-7.874,-14.832,-98.022,
-0.265,0.068,0.785,-9.399,-15.442,-100.403,
-0.268,0.124,0.766,-13.062,-15.808,-101.624,
-0.273,0.172,0.763,-16.846,-15.564,-102.417,
-0.274,0.24,0.775,-17.822,-14.893,-103.088,
-0.276,0.328,0.761,-17.09,-14.648,-103.271,
-0.298,0.432,0.746,-15.869,-14.893,-102.6,
-0.321,0.535,0.75,-12.695,-14.465,-100.952,
-0.332,0.653,0.775,-9.705,-13.123,-97.961,
-0.341,0.746,0.789,-6.958,-12.268,-93.201,
-0.355,0.812,0.789,-5.493,-12.085,-86.853,
-0.376,0.857,0.788,-5.432,-12.146,-79.59,
-0.392,0.895,0.789,-4.761,-12.085,-72.266,
-0.407,0.922,0.786,-3.662,-11.536,-64.209,
-0.408,0.917,0.77,-2.502,-10.925,-55.908,
-0.422,0.883,0.778,-2.93,-10.315,-47.485,
-0.427,0.895,0.771,-0.488,-9.399,-40.833,
-0.427,0.873,0.78,1.892,-8.24,-33.691,
-0.432,0.845,0.775,4.7,-7.08,-27.283,
-0.435,0.813,0.772,6.165,-6.165,-20.813,
-0.433,0.785,0.77,6.531,-5.066,-15.198,
-0.439,0.741,0.768,6.042,-4.089,-9.766,
-0.443,0.684,0.776,4.883,-3.113,-5.127,
-0.443,0.625,0.774,3.967,-1.892,-1.038,
-0.438,0.565,0.793,2.014,-0.671,2.38,
-0.437,0.497,0.814,1.404,0.183,5.249,
-0.433,0.428,0.825,1.16,0.183,7.263,
-0.433,0.387,0.837,0.793,0,8.118,
-0.428,0.343,0.858,-0.732,-0.305,8.972,
-0.427,0.315,0.875,-1.953,-1.099,8.85,
-0.426,0.309,0.88,-2.075,-2.258,7.935,
-0.424,0.302,0.885,-2.136,-3.479,7.08,
-0.424,0.307,0.882,-2.563,-4.578,6.165,
-0.42,0.32,0.869,-3.357,-5.615,5.615,
-0.423,0.342,0.847,-3.784,-6.714,5.249,
-0.431,0.368,0.834,-3.54,-7.324,5.249,
-0.431,0.404,0.833,-2.869,-7.019,5.493,
-0.434,0.447,0.843,-2.869,-6.714,6.348,
-0.431,0.48,0.868,-1.587,-6.47,8.057,
-0.432,0.508,0.897,0.183,-6.409,10.01,
-0.429,0.53,0.929,2.991,-6.287,12.573,
-0.429,0.543,0.958,5.127,-7.019,15.442,
-0.43,0.552,0.983,6.836,-8.24,18.25,
-0.434,0.565,1.013,7.874,-9.888,21.24,
-0.428,0.577,1.045,8.484,-11.658,24.353,
-0.428,0.578,1.06,8.484,-13.977,27.649,
-0.429,0.576,1.07,7.446,-17.212,31.006,
-0.434,0.574,1.08,6.775,-20.264,34.668,
-0.436,0.575,1.097,7.019,-23.01,37.842,
-0.433,0.566,1.108,7.568,-25.757,41.382,
-0.427,0.533,1.113,7.446,-28.931,45.227,
-0.429,0.49,1.121,7.507,-32.41,48.706,
-0.424,0.445,1.136,7.019,-35.767,51.697,
-0.422,0.414,1.141,8.057,-39.001,53.467,
-0.422,0.387,1.137,9.583,-42.664,54.871,
-0.421,0.364,1.117,9.888,-46.631,56.335,
-0.428,0.34,1.087,9.644,-50.781,57.556,
-0.436,0.32,1.069,8.057,-54.321,58.533,
-0.432,0.307,1.046,6.897,-57.312,59.631,
-0.446,0.302,1.028,6.836,-59.998,60.12,
-0.439,0.302,1.014,7.385,-62.195,60.913,
-0.442,0.284,0.99,7.202,-64.697,62.5,
-0.44,0.23,0.955,5.798,-67.505,64.148,
-0.446,0.164,0.927,3.54,-69.885,65.308,
-0.444,0.107,0.888,1.16,-71.96,65.247,
-0.453,0.06,0.842,-1.404,-73.975,64.331,
-0.467,0.028,0.793,-4.15,-75.317,62.866,
-0.477,0.016,0.757,-5.31,-75.623,60.913,
-0.485,0.019,0.727,-5.676,-75.5,58.777,
-0.499,0.012,0.682,-6.104,-75.256,57.19,
-0.517,0.01,0.645,-7.202,-74.829,55.847,
-0.521,-0.003,0.604,-7.751,-73.547,54.565,
-0.548,-0.029,0.559,-9.644,-72.388,53.772,
-0.546,-0.055,0.518,-11.292,-70.74,52.612,
-0.558,-0.083,0.481,-13.184,-69.092,51.208,
-0.581,-0.105,0.449,-14.648,-66.772,49.622,
-0.581,-0.12,0.413,-13.916,-64.026,47.791,
-0.597,-0.145,0.377,-13.794,-60.913,45.41,
-0.616,-0.163,0.345,-14.343,-58.289,43.213,
-0.621,-0.184,0.313,-14.099,-54.565,40.771,
-0.638,-0.187,0.276,-14.587,-51.086,37.781,
-0.649,-0.186,0.263,-14.282,-47.18,34.729,
-0.66,-0.174,0.262,-11.169,-42.175,31.86,
-0.669,-0.177,0.24,-7.935,-37.72,29.053,
-0.679,-0.181,0.223,-5.493,-33.386,26.611,
-0.688,-0.186,0.208,-4.272,-28.992,23.987,
-0.698,-0.188,0.199,-4.028,-24.597,21.484,
-0.705,-0.2,0.178,-4.456,-20.447,18.921,
-0.715,-0.214,0.157,-5.127,-16.052,16.541,
-0.723,-0.231,0.146,-6.531,-11.78,13.733,
-0.72,-0.222,0.158,-6.775,-7.08,10.376,
-0.722,-0.193,0.182,-5.127,-1.831,6.775,
-0.723,-0.164,0.191,-0.488,2.991,3.601,
-0.725,-0.145,0.21,3.357,7.507,1.099,
-0.724,-0.116,0.243,5.493,12.085,-1.282,
-0.721,-0.085,0.275,7.202,16.174,-3.662,
-0.72,-0.063,0.291,8.423,19.409,-5.005,
-0.723,-0.049,0.303,7.874,21.912,-5.92,
-0.723,-0.027,0.324,6.47,24.353,-6.47,
-0.723,-0.003,0.342,6.165,26.855,-7.202,
-0.719,0.019,0.354,5.676,29.297,-7.812,
-0.717,0.04,0.36,4.883,31.494,-8.301,
-0.716,0.064,0.371,3.479,33.752,-8.728,
-0.715,0.091,0.375,1.831,35.828,-8.85,
-0.715,0.118,0.371,-0.366,38.025,-8.484,
-0.713,0.152,0.373,-2.747,40.466,-8.057,
-0.714,0.186,0.372,-4.395,43.213,-7.324,
-0.704,0.218,0.376,-4.883,46.265,-6.531,
-0.698,0.245,0.384,-5.737,49.866,-5.493,
-0.69,0.259,0.378,-7.019,52.734,-3.418,
-0.676,0.277,0.376,-10.193,55.603,-1.282,
-0.662,0.289,0.362,-14.343,58.411,1.221,
-0.649,0.292,0.337,-19.043,61.096,3.784,
-0.635,0.293,0.306,-24.902,63.904,6.165,
-0.624,0.303,0.286,-28.809,67.566,8.545,
-0.614,0.331,0.289,-28.931,72.937,10.437,
-0.583,0.356,0.309,-25.452,79.163,12.756,
-0.57,0.386,0.351,-19.531,85.51,15.503,
-0.539,0.413,0.406,-12.207,91.919,18.372,
-0.513,0.406,0.446,-7.69,96.741,22.278,
-0.483,0.383,0.482,-7.69,100.22,26.55,
-0.453,0.357,0.512,-10.315,102.478,30.273,
-0.425,0.307,0.527,-14.587,104.126,33.752,
-0.403,0.249,0.528,-21.118,105.347,36.743,
-0.383,0.199,0.546,-29.297,106.75,38.452,
-0.394,0.183,0.6,-32.043,109.314,38.879,
-0.382,0.192,0.711,-26.306,113.892,38.574,
-0.358,0.164,0.831,-14.587,117.859,39.246,
-0.337,0.09,0.93,-1.892,119.324,40.466,
-0.306,-0.005,1.038,7.996,118.896,41.138,
-0.289,-0.092,1.15,13.794,116.638,39.856,
-0.286,-0.177,1.248,15.198,112.183,37.659,
-0.278,-0.247,1.334,13.367,106.079,34.18,
-0.281,-0.298,1.402,9.094,98.877,29.541,
-0.28,-0.306,1.464,3.54,90.82,24.17,
-0.291,-0.274,1.508,-1.404,82.642,18.494,
-0.306,-0.219,1.54,-3.418,74.402,12.756,
-0.304,-0.162,1.578,-3.174,66.589,8.301,
-0.305,-0.111,1.594,-2.38,58.411,5.249,
-0.302,-0.067,1.591,-0.977,49.866,2.686,
-0.305,-0.029,1.578,-0.122,41.504,1.282,
-0.304,0,1.549,-1.465,33.447,0.61,
-0.306,0.022,1.515,-4.089,26.062,-0.061,
-0.308,0.046,1.477,-7.507,18.921,-0.488,
-0.307,0.062,1.441,-11.353,12.878,-0.244,
-0.312,0.072,1.395,-15.015,7.141,0.488,
-0.314,0.076,1.346,-16.785,1.831,1.099,
-0.32,0.073,1.299,-16.541,-2.441,1.77,
-0.32,0.064,1.251,-14.526,-5.493,2.136,
-0.324,0.047,1.209,-11.353,-7.874,2.747,
-0.318,0.029,1.169,-9.033,-9.888,2.93,
-0.317,0.011,1.126,-7.385,-11.78,2.808,
-0.319,-0.003,1.092,-5.981,-13.489,2.563,
-0.317,-0.009,1.062,-5.005,-14.771,1.892,
-0.318,-0.022,1.022,-4.211,-16.052,0.854,
-0.318,-0.03,0.986,-4.944,-17.395,0,
-0.323,-0.023,0.958,-6.531,-18.311,-0.977,
-0.325,-0.017,0.924,-6.958,-19.165,-1.953,
-0.326,-0.025,0.885,-5.249,-18.86,-2.93,
-0.319,-0.045,0.852,-4.944,-18.372,-3.54,
